7978,13228,3775,2457,8896
3419,2531,10168,13503,2812
12511,2966,1003,6932,10474
9842,6023,3857,10337,6310
10910,1304,11513,8612,525
10910,1304,11513,8612,525
13025,7212,11009,9481,6225
13114,5870,8621,773,13958
6808,5788,385,9703,2075
1997,9231,3565,5469,11626
7569,10695,14360,6990,6559
11887,1304,1231,12060,471
4262,1358,12951,14268,6875
4599,10131,4440,2675,11334
7569,10967,741,2348,12364
3309,5227,9092,11738,9435
12060,4204,8878,7201,11139
6883,5803,12874,6533,3167
8520,11056,9591,6188,11896
6972,4408,10858,766,1512
13819,735,5694,2115,13973
373,6350,7861,6981,10733
4245,5515,1314,5765,4332
1266,13853,112,11200,12080
7079,8758,13133,10653,10232
3082,927,11840,3023,10684
2269,6735,7816,2453,3629
822,10465,11057,2842,8316
3990,655,10779,13879,10289
14387,13811,5853,10919,10688
7708,4495,9425,555,2390
3135,3015,13901,5774,9977
13729,10169,3875,11903,3425
4801,13491,7449,11260,1055
4649,5717,3082,5133,8971
7526,10519,2518,5341,1510
2539,9897,1207,2327,4190
5229,12850,11591,10126,13556
2064,3828,4365,6944,9664
11938,10510,793,8569,12548
4036,380,11482,13349,9906
3948,6647,7508,4485,10270
2093,12099,936,11224,13253
2576,14268,12170,5980,5140
2250,10159,3565,4244,5233
6182,1097,9721,12045,10779
13113,3110,7140,59,13407
9672,4545,3656,3403,9298
8131,917,6128,8711,3411
12470,1658,7208,1549,6639
11839,8895,989,263,2744
7569,13689,8172,1849,2687
6104,11041,5359,11320,751
2941,10875,1231,11765,11017
2368,5097,4135,3082,7708
7303,3928,3985,1260,1007
4605,4937,5196,11276,10682
8868,7401,5737,14194,7558
9170,11280,3824,11629,13896
9170,11280,3824,11629,13896
6182,704,2776,12007,6187
2902,12060,11599,1739,1304
7994,6798,13045,10227,1003
12936,13330,9654,677,11280
12088,5841,3742,3869,6922
6696,7889,1617,8410,14223
14154,7197,14504,4413,13114
14052,863,4388,14330,3053
12088,6508,5597,2233,10663
3913,5746,7811,7866,8189
13959,12830,5051,11840,3420
7377,2808,8871,12542,7877
11362,2843,7651,3976,10887
7569,6357,11874,44,10749
1266,12379,3887,12746,14176
5137,7526,10519,188,11584
3133,13804,4207,9213,9273
526,13115,4503,5079,13878
10051,13206,7893,11344,9841
6331,1062,6035,6166,12315
4605,6127,1506,1344,1460
7569,12364,4954,570,2687
1469,11695,5948,5955,9396
2434,373,10708,11446,13654
528,12344,4898,12362,8567
10196,5980,11578,4440,11608
2294,8349,6870,5378,11883
9203,1266,4170,6751,5564
6865,13989,1105,11544,10975
7569,13853,2980,6206,7333
4762,7708,4161,7132,483
1014,524,5555,5051,7814
1266,7842,3985,1185,2887
4107,5880,7714,12072,10615
8107,356,12705,2423,9028
2466,6303,13070,2763,7318
11478,4593,1288,9032,8648
7942,8557,12060,9404,2861
11243,8482,1465,11694,5097
13847,3268,9725,3496,2492
7569,5089,12632,2426,12912
5564,3950,8764,7046,6586
1266,12647,13373,9449,5068
2677,6727,11874,5033,3889
1266,11236,13036,8920,13524
1304,14325,1617,4834,11246
12061,11898,2266,635,3271
12265,11245,3017,4999,6188
1266,2266,11199,4191,1243
3728,4017,7462,5287,709
10168,7655,4006,14325,11245
4675,9459,9639,13892,8001
14413,2563,965,522,142
4799,14048,14520,7206,5982
6983,5001,13308,5489,11988
10912,8782,10590,13189,5028
478,11638,8155,5084,7206
4074,10981,373,2635,11101
1266,9155,6096,2873,11304
6781,6005,8486,248,13064
11446,7885,9008,7799,8979
11925,2506,9277,10737,12474
4765,8134,741,13616,11228
8622,8868,1077,9695,12397
12511,3215,1321,3906,3205
7814,1174,8617,8216,3801
11775,1231,13500,9906,4978
11965,2296,8886,9785,12007
4605,12896,10406,14120,2062
2882,10245,8103,6041,12535
12061,13089,3737,7248,11383
12061,13089,3737,7248,11383
12061,13089,3737,7248,11383
13966,13681,8824,5767,11006
13966,13624,4793,8824,1843
528,525,8513,5455,6942
4626,4396,3908,12479,9695
528,11134,7502,10012,13331
10469,2312,1590,2266,10307
10469,2312,1590,2266,10307
6823,11624,2075,11407,8758
833,7440,1694,8197,2283
519,11673,1887,10496,7231
519,11673,1887,10496,7231
519,11673,1887,10496,7231
13847,11453,9184,11734,10875
13847,11453,9184,11734,10875
12936,13154,10976,14061,12267
6155,3082,5051,12926,4579
1588,5407,14115,11117,4519
12563,917,6331,13068,9639
4605,3995,11816,5456,7749
14192,945,3032,1014,8468
6646,2773,13341,2887,8223
6646,2887,2773,7937,9651
12088,4623,2409,5916,6573
11141,7039,12586,14288,12983
7440,8781,4196,6394,11228
12311,6182,10779,1229,1674
6394,13978,13598,7680,10954
9661,11713,9233,2831,11320
14521,3777,12007,7034,13243
11233,4298,3499,10753,4732
13847,3989,11864,6120,3026
5492,3783,11446,8770,3349
13847,8543,13749,11433,1665
13847,5253,4478,1354,11677
2604,13185,3724,8697,5922
7540,3606,6231,5602,9419
4605,801,8983,10641,1115
5454,1665,13293,8513,2836
10836,439,7372,12318,1104
11887,358,2062,13733,530
4460,13815,10027,10316,7472
13284,11072,4073,7000,7041
1658,3678,11275,195,12654
1617,2705,8986,13556,1713
1617,2705,8986,13556,1713
1617,2705,8986,13556,1713
2705,8986,7683,6718,2062
2626,13633,8247,8051,9140
5051,4673,9793,2308,12205
8758,7161,13274,12616,3350
3468,14081,12350,7482,12007
12936,13172,479,4758,2673
7526,4338,10324,14158,10666
3419,11540,3175,7528,12309
868,7217,9639,4728,2005
10258,10324,3756,1361,8568
13206,3216,12380,5967,9041
13206,3216,12380,5967,9041
1633,3216,12380,1836,8651
1633,3216,12380,1836,8651
1266,10514,10293,7496,9203
7943,1231,11887,3742,10722
7350,7814,12088,6550,9696
14008,6304,7508,1985,12604
13373,373,14476,1874,7995
6781,13064,12663,10958,12014
7526,11505,2508,4377,10882
2211,4274,1088,12938,10356
8788,6073,12080,13729,1201
8788,6073,12080,13729,1201
4401,1053,12856,5114,8780
2478,14444,12884,2225,2407
14030,2518,4631,13510,6940
14077,8003,14346,14312,5779
8257,3306,13262,12218,6351
11429,7552,2385,8942,1342
11429,7552,2385,8942,1342
2154,8670,298,6936,8018
13095,5217,10037,12003,1894
7526,4419,4471,7343,11109
406,9200,4411,6582,1383
702,8255,12856,14013,11649
11895,7766,10160,5451,6925
4599,7093,11026,7897,12512
5794,6686,5418,5865,1147
2032,1964,9639,2134,11343
12061,7413,7880,10436,8537
1266,11309,11433,2616,13303
414,2032,4951,4639,7880
528,9305,6595,4993,4970
1588,8954,12364,13628,6151
1588,8954,12364,13628,6151
10669,3950,6390,11222,11408
6792,7651,872,4596,2585
10569,9639,6674,2896,8035
8208,5004,3018,9614,9332
11887,12490,12391,1286,9531
12088,8241,3400,6922,5328
2935,3290,12270,11542,6703
7569,12364,12140,741,3690
5997,8190,11836,10091,4413
11681,9639,12023,7428,6895
2602,4511,2814,5499,5267
2602,4511,2814,5499,5267
2602,4511,2814,5499,5267
8235,5975,2311,14228,5452
13504,6722,14476,1674,7909
13880,458,2283,13262,3474
4009,10802,4296,2720,4250
5817,1634,13909,3639,10541
1819,11484,6738,9039,7268
9652,8757,11434,1734,5175
12061,5835,14281,3483,13491
12061,5835,14281,3483,13491
7569,4680,3277,2353,6223
6084,14414,7548,92,1694
1343,4619,13261,4720,1747
2824,6549,1225,4555,5585
5308,9893,65,4155,8132
9893,1588,4155,4180,12302
667,1405,171,4075,7685
4599,502,12602,14454,6294
11441,9850,7413,5399,3919
7569,4017,1759,14061,4954
8868,6617,7909,282,13973
7526,7179,9092,14377,13080
6586,1231,11887,6790,7416
4662,3178,1884,10473,1624
6896,6804,4976,5443,4910
8499,3227,10177,355,1672
2736,7262,7488,9471,12752
6084,8019,7393,13303,14075
12060,1286,11050,5390,5292
1141,12954,11411,1736,7677
8535,12806,13159,8705,5448
369,9730,9968,9942,7043
12265,10025,12196,7498,13629
732,12443,6895,14064,1148
1266,1764,4419,5902,11051
5425,5376,9418,7967,11912
14094,8921,5299,758,9872
7569,5387,9846,8623,8974
5051,12756,3579,7752,3681
6332,373,11799,10869,8383
528,3058,3722,11141,6122
3040,5752,7261,6488,3152
1266,3634,11098,5492,4150
125,9324,10106,9372,5529
8868,2049,5584,3403,14194
13151,3488,846,8272,9978
13151,3488,846,8272,9978
1266,14332,4958,12581,7811
10956,14522,8894,3717,9605
528,7945,4252,3763,10415
9639,14113,12508,4262,5189
11141,9602,12354,4980,6874
541,6422,9760,10969,1019
531,12061,10648,4392,1755
8868,467,4438,12691,9796
11058,9237,7088,10021,10404
9877,6887,5939,1472,11461
6792,2847,11555,8637,11356
8758,10653,6251,8451,6860
1266,9353,11236,816,9284
13412,12041,1681,1761,2753
4632,12399,703,4971,9118
13847,1928,9768,5253,10324
13847,1928,9768,5253,10324
10671,8199,3580,980,4155
6084,13254,423,7853,11745
6727,7719,13812,11874,4344
7705,14414,9326,11146,12049
12061,12419,10236,13577,7211
8868,13605,8623,12313,14051
4599,13628,2781,11823,4392
4251,301,2027,9752,8530
7278,7547,5817,833,8243
530,3994,1231,13135,282
14090,9369,13124,5579,4306
11446,6257,12594,11626,107
1266,14466,10512,642,813
14501,13639,8686,5077,14524
8069,9046,7169,7137,11350
2882,12060,4661,7006,13958
6053,9890,13298,2253,13679
11545,11702,9940,171,12048
13244,3012,3634,12831,8513
14217,7708,5097,8088,521
13624,12009,5810,690,442
4175,3678,12743,945,8178
1231,2336,11887,3478,8240
5051,7594,1449,12405,5480
12205,3704,190,4915,10390
7569,2348,12922,5242,1049
4636,8557,7048,13166,10467
4636,8557,7048,13166,10467
12900,10075,13672,11309,10954
6200,8575,10035,4244,11409
2029,3031,5905,293,2319
12722,715,12058,11078,12003
8751,8386,8395,12209,8582
5286,10014,6794,373,7538
1266,5286,3151,3721,7346
4605,3794,10508,6166,2312
1588,7323,7504,2250,11595
5817,10207,2578,909,2706
7526,5410,703,1312,3566
1266,10406,11236,1460,9589
14039,2953,2797,5750,8747
4605,10975,3151,10895,239
6182,11449,2400,8392,4126
2501,8850,11561,7694,3884
6084,9586,7933,3297,3780
14193,784,11695,7933,5829
1433,7811,8920,7006,12171
10469,2913,2908,10242,7771
4929,12971,13214,6627,10487
12011,988,4201,4119,1915
2528,8665,11937,565,9131
6100,851,10732,10450,9312
9639,8123,10714,3846,10230
7569,6601,7104,4583,12922
4605,2314,12188,14016,639
6887,14169,3100,1368,13282
11009,1868,194,14286,3456
4605,6883,11507,6686,13791
4239,14521,7986,12763,12295
3463,14268,8357,5913,14189
11727,10478,13536,13113,6134
7496,5197,1641,13727,2617
13066,2959,3369,5445,1308
5579,12510,6449,4762,6353
8868,4796,13973,8126,8552
3135,7665,12776,10050,4007
7658,8927,1488,9787,7042
8709,12014,354,4965,13788
12265,146,3753,8568,10413
3546,10486,9472,7802,4609
6855,7152,2696,2369,12029
7569,4954,12808,11787,12294
6974,12245,261,3847,12397
10517,10520,10278,4242,10828
10785,703,12855,5190,8610
12936,8427,4144,13776,5829
1266,6579,7079,13840,10307
5450,6395,4706,1628,1649
1266,2074,13241,5110,8987
14495,9639,9542,12944,10464
13881,7452,9341,7650,4762
4599,13211,13962,2913,8617
6084,1713,14414,6171,5719
1254,3773,6918,3333,3076
1266,9698,4225,11236,13583
7569,5089,1395,7818,8323
12069,13639,7540,4498,12660
1266,7754,1398,11955,12714
12003,13389,5648,8430,13858
12061,11464,8622,9734,12448
4605,6686,10878,9807,11799
11484,14414,2083,13573,3731
8868,7452,3407,3666,4854
9170,5418,11126,13729,3378
13918,5051,7432,5124,6819
3793,2141,96,9168,8089
6637,11322,10510,12601,633
11911,5980,9556,6535,7254
5470,12968,13491,9035,5980
14291,4946,2873,13559,1881
6084,2220,14414,4119,6839
5817,4065,8066,1429,12821
6084,10248,76,14075,11964
12265,7195,3219,8568,9040
13639,10878,9898,12111,3662
8871,4900,7109,4992,6150
3606,13087,4825,5749,7842
13478,7440,12508,3083,450
11743,12060,4935,3875,11537
9324,12563,9128,13220,9454
6754,11426,14228,14206,561
1319,10455,7151,4346,1828
7723,3764,7526,12251,8221
3373,8361,14114,9631,9728
1928,5302,14414,11309,11199
3641,13656,13689,9048,5108
14443,1566,12170,6396,6958
6635,3371,11895,1509,4002
8107,13144,2423,13238,3582
7101,4143,2272,13604,13922
12577,12936,560,1617,4214
1266,6764,3985,12792,7781
6519,9639,9396,9629,6764
12149,3351,580,6263,6589
5285,9796,2414,190,2209
3029,529,12789,2111,10312
2137,68,9622,4545,1358
8868,13434,13002,3246,12874
7942,12023,7886,1713,7246
93,7708,3082,5097,3718
8471,12424,5273,5138,2131
9562,9670,6324,3512,4687
11430,5040,13204,9276,9686
4150,4629,136,5229,12346
4801,262,10453,12647,4718
4801,262,10453,12647,4718
528,2266,17,11820,11997
8100,439,12023,4089,976
7569,1198,13558,8693,13517
8767,12970,9203,2608,6995
13491,13458,8463,12010,11103
6375,3430,4904,1539,14233
4464,9684,2459,14434,4313
7650,409,7719,7784,5752
4801,4536,3134,6524,6113
8866,7893,7110,7325,7293
120,8618,11888,12938,11501
1266,3980,11638,5851,9398
1266,3980,11638,5851,9398
10264,13030,5570,11429,7095
3482,10414,263,14030,91
3197,3249,7181,2738,3768
10482,8634,6524,4696,13790
4626,918,10176,6168,9347
1266,6834,10835,9326,5675
7496,12832,13553,11214,3649
703,9624,13686,4962,1765
5817,5280,6827,5157,1292
8260,3960,1047,7677,8568
8840,7990,9746,10982,7719
7569,59,4973,14176,3784
2601,4593,2458,14439,12700
8552,3916,14204,5975,3236
6992,11638,6045,1775,2805
4381,13768,864,13496,573
9522,5827,4715,1550,7365
1141,9994,6029,7577,11816
8868,7816,9109,5243,11355
10095,1433,12616,1775,1900
10095,1433,12616,1775,1900
5117,12693,3190,1561,9639
3024,12947,130,9973,3234
9203,143,7632,7006,1829
10747,9341,6992,7650,1913
4992,7258,3948,926,8011
10279,14492,9188,9621,9015
9890,1883,10756,11761,14281
6114,1231,12509,6423,7547
13589,3203,8442,7810,6035
14251,10420,9418,8670,9872
771,7172,5262,5957,3927
528,11896,14113,14528,7977
4919,12211,13956,8623,6616
4605,14508,1506,14112,11153
3506,6878,1617,13795,5268
2935,1307,10854,6997,13896
4356,9924,14448,8927,8930
4356,9924,14448,8927,8930
4356,9924,14448,8927,8930
8868,2665,6774,7533,3403
5075,3024,6670,12088,3851
1446,14323,12058,12722,6784
5027,11363,10691,1085,1080
4605,10129,10895,9622,14022
3108,10108,2135,11226,9136
3792,12060,11171,1508,9036
4460,10912,7349,2953,2020
12957,7526,919,3414,596
5422,9570,2645,599,12874
11282,9346,3948,8206,13956
11122,8482,2001,1719,8270
7909,11242,13106,2291,7898
12936,11924,12941,2223,5758
5662,5583,9872,6983,7719
6670,2563,3456,10055,1333
1266,10799,437,8714,3490
4599,1896,942,3414,3341
385,9561,13138,10169,6061
8868,6446,8370,3403,11334
1266,5142,11236,9569,13373
265,5918,3246,2925,10475
10147,6922,12751,6550,2031
3715,8404,13278,8876,7792
6509,8496,4455,5044,10442
9369,4553,7006,12474,2170
10469,454,6590,6554,6030
3160,528,6403,13145,6839
1760,5455,1771,9305,7554
12511,11523,8543,2412,11646
8150,8708,7161,8196,10336
172,3908,2490,9305,11153
13379,610,7744,3239,8560
3322,5920,2608,1900,13758
6601,9639,10977,1195,5196
12265,10616,3866,5310,4756
14351,404,7657,3767,9636
14351,404,7657,3767,9636
14351,3042,14539,10755,9181
13025,9888,2694,11418,13588
6084,9695,11129,14502,3297
4930,7167,12125,2684,9022
13829,2882,10245,2299,4295
8089,11715,9449,1265,4640
8089,11715,9449,1265,4640
1266,7091,478,642,12647
13847,14154,538,323,3632
13847,14154,538,323,3632
7569,5808,7413,5318,13681
1007,9026,5470,4606,5106
7569,10502,14491,1849,856
13048,3010,12825,12538,13051
2930,5683,3931,6467,14349
6429,5025,9872,8609,6417
8868,9195,8365,1978,10552
2183,4798,2087,2365,4604
2330,1870,1510,4270,9837
2882,11389,5880,7172,4589
8758,12297,10653,3636,10166
3554,5287,3134,12391,7482
12088,4817,6922,8650,7291
12436,12761,8149,9610,343
732,13203,8175,3704,3562
2786,1384,13136,13308,6826
13767,8908,8717,977,2399
9639,9477,9070,13979,3358
12687,7666,4235,12338,4390
12061,8983,13723,6319,3595
454,8456,364,6169,1285
3082,1470,12131,2886,5104
12061,5455,9516,4201,7604
1652,7650,11268,5299,3352
11023,12245,3948,7472,11905
9324,1375,2366,12164,13940
7569,10644,1451,2348,6074
8627,13341,12604,1001,366
732,1734,3633,2347,1658
171,14535,13227,7873,2585
3425,9686,6492,12223,9091
2117,5584,8244,13315,5232
2117,5584,8244,13315,5232
2478,6833,41,9711,11579
12060,10326,4365,1078,12079
12060,10326,4365,1078,12079
1231,10326,11887,9240,1036
7566,5860,5822,3142,11737
10404,12259,799,4161,7333
6084,13685,1048,6473,2410
8868,543,594,9420,7833
7569,4279,4241,3890,8081
11913,1702,1697,6644,2073
10469,2893,12458,11278,10617
12397,2001,9003,13583,5670
732,11663,7874,1419,8175
610,862,14472,2597,63
377,14321,7411,8924,7888
10469,635,8563,6251,10933
12173,218,8583,9360,1442
5082,11286,79,6871,9639
7569,7533,2348,6285,5313
13786,9639,2819,2775,12746
12275,13025,13564,14230,14445
8070,2882,4824,4245,12396
8148,8767,4208,1863,3260
9624,14477,3961,1765,245
1266,2702,12320,2526,6201
3500,5980,3599,6381,8184
9711,6099,3943,4181,22
11870,4605,9420,839,13962
9354,7006,4225,12856,9658
2664,8849,6160,868,4500
12938,8279,7142,4584,2446
4599,4894,12512,7093,1588
10398,7526,9092,5980,4785
12088,10885,5615,745,5342
588,10189,173,9054,13927
13847,1354,12209,1822,13022
12158,6285,6029,6404,4710
6646,9639,13792,14255,13602
13491,14268,3490,9878,11121
6173,9458,11017,5980,12521
9901,8906,7333,8223,4342
11194,9686,8568,7758,11807
12061,2441,317,1989,3271
4324,7045,7436,1138,5771
4150,8005,2483,9061,5318
13224,10282,2412,1668,2911
10131,3241,9686,5071,11041
12061,9696,8537,3271,10307
7569,3166,10111,6896,10741
9170,11181,13934,1454,10495
11603,7031,9211,12488,11249
4460,6533,12901,11309,8882
3011,6800,7966,1185,12778
7526,1947,3483,8553,12589
9758,12088,11843,4793,7989
4929,7246,9233,12111,5884
2291,9884,3656,6084,11126
5566,5004,6586,11817,13703
8246,12724,10518,2238,9765
1266,1232,11036,10865,10909
7569,13068,4976,1451,12264
8868,9156,3025,4554,12167
11956,13025,11015,2594,8170
13302,11505,205,12468,4118
14508,1827,1769,6662,12615
1141,12717,6850,5589,13762
8868,1659,8513,1762,10370
5285,11802,4960,963,13799
14216,1588,9569,3485,9763
14216,1588,9569,3485,9763
14216,1588,9569,3485,9763
14216,1588,9569,3485,9763
14216,1588,9569,3485,9763
14344,5817,6234,6034,13982
1266,2074,5469,7006,8155
4599,6002,13080,13421,9619
4599,6002,13080,13421,9619
14291,14193,13988,12223,2007
1565,2447,2215,9670,4180
1565,2447,2215,9670,4180
3301,5524,9542,5241,9017
10363,7053,1617,1986,1713
9558,5760,2800,4589,13117
1266,14151,9326,1089,1875
11965,1463,2941,5508,11238
2137,11794,9768,7975,2785
7763,9639,13312,11996,5196
5051,10066,3082,14459,1530
2718,13384,2532,11175,12788
2718,13384,2532,11175,12788
2718,13384,2532,11175,12788
8704,9639,13489,2252,9691
4522,7200,13252,7829,1995
12511,11768,5517,5127,6519
3460,1063,11922,1703,4234
9203,1410,11638,9395,8505
2159,8652,13314,8369,1068
8868,4000,10572,12968,6130
7569,10905,8623,1198,5403
14351,4621,5566,9462,7829
7569,999,692,5461,11433
13742,9532,296,5291,6384
13855,10250,4172,12007,3136
13909,5817,10680,3775,7481
10913,1764,12413,9670,14234
12496,14054,5099,7066,9647
10467,1039,14461,6150,13166
10475,10613,13823,8056,3646
12062,5700,13160,2794,11601
12518,11767,9729,5933,1071
6604,10829,2677,1242,4168
13269,7650,5299,13124,12216
13269,12216,12757,8487,6564
6474,8021,7909,1178,6251
4801,7975,5884,6860,6015
1696,9165,11236,9984,2655
528,6517,1794,11844,2645
12171,1382,1917,5920,8989
8758,4586,1406,13713,10653
6533,6165,13742,8199,7325
13598,13262,12017,4147,12203
1539,3046,10947,2171,12963
1539,11707,7095,3629,10808
12088,6922,13322,8658,9499
4599,4673,11657,13258,5469
8107,293,6927,8120,4326
7990,6072,604,5786,1415
7569,8468,9528,2557,7514
7569,7172,10255,4347,722
5690,11232,7012,1681,12928
13758,1829,9354,196,14520
13025,13564,13613,6225,2560
7569,6695,7462,12115,5145
14399,12677,943,10947,12153
12677,10808,4704,6809,9058
385,14358,8830,5844,94
1266,5073,8206,5126,3168
8758,1120,1790,3774,821
4605,8197,4933,10895,487
8868,13828,3094,2766,14022
4801,7449,9903,13902,2244
4801,7449,9903,13902,2244
9448,7379,1493,8583,4888
7526,10599,5635,3270,11464
11593,481,12750,13175,4459
4929,3238,10600,3994,7621
2801,6046,9639,10800,4126
9639,10414,10569,11767,7285
255,7909,11937,7882,2412
255,4605,410,839,1217
2147,7526,10519,9201,10854
12061,9684,5550,5393,1195
4979,6003,12090,4326,793
7496,79,14302,12003,1178
4605,11843,11453,4441,3657
4328,14300,6303,11101,13003
1231,13848,1947,7547,11810
1231,13848,1947,7547,11810
7502,8868,13331,2993,7110
8363,6922,2287,7718,200
8363,6922,2287,7718,200
8363,6922,2287,7718,200
8363,6922,2287,7718,200
385,13402,13790,5527,1941
14094,2882,2238,3263,1685
9418,9662,9195,11131,5558
13210,12252,6549,8410,12758
2496,9530,7566,10717,1430
7569,7208,741,2223,1198
13515,2018,14251,5520,8668
10469,2877,10293,4318,6615
14233,11446,4325,8820,10633
12796,10912,7849,14392,103
12265,13293,3695,3694,12600
12060,4204,8878,7201,11139
14268,13679,5980,12942,8548
4860,9728,14430,7340,5162
4860,9728,14430,7340,5162
6972,12633,10858,604,370
12187,8123,596,8669,2760
7569,14176,8041,9330,7395
7526,6074,12007,10666,7445
6861,10569,9793,2522,12602
7526,10666,6809,5126,2730
7569,3824,3867,13810,14288
7649,10500,4072,1723,2019
4207,9329,8223,11351,13614
4801,13491,7449,11260,1055
6084,444,9233,9247,13204
8129,7377,8704,5478,6361
3082,84,6071,8346,5864
2064,3828,4365,6944,9664
11938,10510,793,8569,12548
8758,1411,10653,1349,10525
8644,8107,293,3081,7232
6121,7316,9977,12444,10151
8868,2250,833,7886,40
9984,7602,9883,7797,10779
1266,9407,1161,10865,4100
12061,2270,7193,563,1721
7569,5996,1865,14336,666
13639,1563,208,12736,3038
9672,8535,7222,4347,4028
12453,11691,11296,4433,5890
8758,3824,11280,7312,4068
4460,702,7647,8398,6533
4605,4450,12186,10895,12164
2902,12060,11599,1739,1304
1266,10064,13500,6141,10402
6696,7889,1617,8410,14223
7569,12922,741,950,1759
1304,2663,4053,1839,11148
7569,4573,10578,233,1198
12955,6303,10014,11641,182
3268,14122,13586,13510,11454
8868,12968,13956,10552,2631
5817,12711,14138,11516,13909
10216,3548,416,13427,5515
6242,6389,5453,10231,6963
8828,9973,7927,1095,11836
12908,1304,1940,13556,14184
8902,10331,12088,2261,5941
5377,5858,1318,67,10532
14419,3155,6302,3271,3607
5566,9383,5397,11940,13002
4605,3364,13755,3189,12188
8758,11497,5813,12844,9755
807,1231,12579,4273,5192
7569,13573,8435,9247,13510
6637,633,6529,4685,10302
6084,840,3646,4057,4584
9853,183,10603,7275,12971
12061,7800,10814,1442,2669
